"Style Number","Alternate Style Number (usually other color)","Catalog Number","Delivery Ex-Works","Delivery Last Update","List Price US$","Insulator Type","Color","Outline Drawing","Download Drawing","Apparatus","Standard","Bushing Type","Oil Indication","Application","Mounting Position","Connection Type","Current Version","Voltage Class","kV BIL","Max kV L-G","Cantilever Design Test Rating Upper Value","Cantilever Design Test Rating Lower Value","Approximate Capacitance C1","Approximate Capacitance C2","Current Rating Draw Lead","Bottom Connected","Oil Circuit Breaker","Lower End Length (L)","C.T. Pocket Transformer","C.T. Pocket Oil Circuit Breaker","Exposable Length Transformer (EL)","Exposable Length Oil Circuit Breaker (EL)","Max. Dia. From 1"" below Flange to Lower End of Bushing (D)","Upper End Length (B)","Minimum Creep","Arcing Distance","Lowest High Voltage (LHV)","Cable Height/Pin Height for AB Bushings (CH)","Maximum Altitude","Approximate Weight","Top End Terminal - Thread Dia and Class or number of Pads and Holes Per Pad","Top End Terminal - Length and Type or Dia, and Type of Holes","Top End Terminal - Thread Plating","Top End Terminal - Top Terminal Comments","Bottom End Terminal - Terminal Type","Bottom End Terminal - Min Outside Diameter","Bottom End Terminal - Bottom Terminal Comments","Max Inside Diameter (P)","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","Epoxy Coated Shield and Terminal Kit","Flange Mounting Comments","Special Features"
"009J0120AR","","W1B785BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","1200 Amps","","21.438 in.","","","17.75 in.","","3.09 in.","9 in.","8.25 in.","4.328 in.","5.75 in.","","5000 ft.","25 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.125 In x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.125 OD - 12 x 2.563, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.219 in.","Epoxy Coated Shield and Terminal Kit","(3) 0.562 Holes-7.25 BC","NONE"
"009J0200AL","","W1B805BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","2000 Amps","","22.665 in.","","","17.75 in.","","3.734 in.","9.897 in.","7.688 in.","4.771 in.","6.209 in.","","9000 ft.","50 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.125, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(3).562 Holes-7.250 BC","For 3000 amp transformers, EL is 0."
"009J0200MB","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","0 to 20 deg. from vertical","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","2000 Amps","","17.62 in.","","","10 in.","","3.86 in.","13.505 in.","14.844 in.","7.031 in.","9.067 in.","","10000 ft.","60 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 3.312 x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.875, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.250 in.","Epoxy Coated Shield and Terminal Kit","(4) .625 Dia. Holes - 7.250 Dia. BC",""
"009J0250BB","","W1B779BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","2500 Amps","","12.031 in.","","","","","3.734 in.","11.094 in.","7.688 in.","4.781 in.","6.219 in.","","9000 ft.","32 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","(4).562 hole blade x 4 holes","Min Outside Diameter","Bottom Terminal Comments","2.0-12x6.5","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(3) .562 Holes - 7.25 B.C.","Viton gasket"
"009J0300AA","","W1B684BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","25.073 in.","","","17.75 in.","","5.021 in.","12.114 in.","13.812 in.","6.364 in.","8.114 in.","","10000 ft.","61 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12UN-2A x 3.000 USABLE THD, SP x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","(4) .562 hole blade, 1.000 thick, TP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.625 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.688 Slots -8.5 to 9.5 BC",""
"009J0300AM","","W1B808BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","8.665 in.","","","","","3.734 in.","9.897 in.","7.688 in.","4.771 in.","6.209 in.","","9000 ft.","18 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.125, In, Tin-plated","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(3).562 Holes-7.25 BC",""
"009J0300AN","","W1B676BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","11.073 in.","","","2.047 in.","","5.021 in.","12.114 in.","13.812 in.","6.364 in.","8.114 in.","","10000 ft.","40 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A X 3.00 USABLE THD, SP x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","(4) .562 hole blade, 1.000 thick, TP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.625 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.688 Slots -8.5 to 9.5 BC","HORIZONTAL MINIMUM OIL LEVEL = 2.25 ABOVE PORCELAIN"
"009J0300AY","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","9 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","18.495 in.","","","10 in.","","5.021 in.","13.051 in.","13.812 in.","6.364 in.","8.239 in.","","5750 ft.","57 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A, 4.000 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","3.000-12UN-2A, 4.000 USABLE THD","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.625 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.625 HOLES 9.25 BC","Min. oil level 2.500 in. above porcelain for horizontal mounting."
"009J0300MG","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","9 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","14.625 in.","","","5 in.","","5.021 in.","13.109 in.","13.812 in.","6.359 in.","9.109 in.","","5750 ft.","61 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A, 3.000 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments","3.000-12UN-2A, 4.250 USABLE THD","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.250 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.563 Holes -10.875 BC",""
"009J0300MM","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","9 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","23 in.","","","17 in.","","5.021 in.","12.984 in.","13.812 in.","6.359 in.","8.109 in.","","5750 ft.","63 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A, 4.188 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","3.000-12UN-2A, 4.250 USABLE THD, SP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.250 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.563 Holes -10.875 BC",""
"009J0350AG","","W01B685BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3500 Amps","","25.073 in.","","","17.75 in.","","5.021 in.","12.114 in.","13.812 in.","6.364 in.","8.114 in.","","5750 ft.","112 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A x 3.000 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","(4) .562 hole blade, 1.000 thick","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.625 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.688 Slots -8.5 to 9.5 BC","Lower terminal copper/no plating"
"009J0400AB","","W01B922BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","10.971 in.","","","","","6.566 in.","11.217 in.","8.203 in.","4.374 in.","6.217 in.","","6050 ft.","56 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","4.0-10x4.0, SP x 10un-2a","Min Outside Diameter","Bottom Terminal Comments","(4) .688 hole blade, TP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.5 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Slots - 10.875 to 11.25 BC",""
"009J0400AC","","W1B843BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","3.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","24.971 in.","","","17.75 in.","","6.566 in.","11.217 in.","8.203 in.","4.374 in.","6.217 in.","","6050 ft.","116 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-4 OD - 10 x 4 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Blade-1 w/ 4-0.688 Holes 1.750x1.750 Tin-plated","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.5 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Slots - 10.875 to 11.25 BC","125 Deg. C Application; Horz min. oil level = 2.25"""
"009J0400AE","","W1B923BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","3.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","24.969 in.","0 in.","","17.75 in.","","6.566 in.","11.219 in.","8.203 in.","4.375 in.","6.219 in.","","6050 ft.","116 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-4 OD - 10 x 4 In, Silver-plated x 10un-2a","Min Outside Diameter","Bottom Terminal Comments","Blade-1 w/ 4-0.688 Holes 1.750x1.750 In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.5 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Slots - 10.875 to 11.25 BC","125 DEG C APPLICATION"
"009J0400EM","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","18 in.","","","10 in.","","5.021 in.","13.625 in.","13.812 in.","6.359 in.","8.109 in.","","6050 ft.","119 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","4.000-10UN-2A, 4.375 USABLE, SP x","Min Outside Diameter","Bottom Terminal Comments","4.000-10UN-2A, 4.438 USABLE","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.625 in.","Epoxy Coated Shield and Terminal Kit","(6) .563 Holes - 10.875 B.C.","Min. oil level 2.250 in. above porcelain for horizontal mounting."
"009J0400EN","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","23.5 in.","0 in.","","14.75 in.","","6.566 in.","13.625 in.","7.875 in.","4.369 in.","6.212 in.","","6050 ft.","126 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","4.0-10x5.750 USABLE, SP x","Min Outside Diameter","Bottom Terminal Comments","4.0-10x4.625 USABLE","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.5 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.563 Holes - 10.875 B.C.",""
"009J0400MJ","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","15.351 in.","0 in.","","0 in.","","6.566 in.","11.625 in.","7.875 in.","4.358 in.","6.211 in.","","6050 ft.","89 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","(6).563 hole (1) blade, SP x","Min Outside Diameter","Bottom Terminal Comments","4.000-10UN-2A, 5.00 USABLE","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.5 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Slots - 10.875 to 11.25 BC","Min. oil level 2.25 in. above porcelain for horizontal mounting."
"009J0400MK","","1B951BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","15.062 in.","","","0 in.","","6.566 in.","11.625 in.","7.875 in.","4.358 in.","6.211 in.","","6050 ft.","92 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","(6).562 hole blade, SP x","Min Outside Diameter","Bottom Terminal Comments","4.0-10 x 5.25 usable","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.50 in.","Epoxy Coated Shield and Terminal Kit","(6) .563 diameter holes on a 10.875 dia B.C.","Oil Level for Horz. Mtg. = 2.25"
"009J0400ML","","2B893BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","4000 Amps","","31.812 in.","","","23.75 in.","","6.566 in.","11.625 in.","7.875 in.","4.358 in.","6.211 in.","","6050 ft.","143 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","(6).562 hole blade, SP x","Min Outside Diameter","Bottom Terminal Comments","4.0-10 x 5.0 usable","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.50 in.","Epoxy Coated Shield and Terminal Kit","(6) .563 diameter holes on a 10.875 dia B.C.","Oil Level for Horz. Mtg. = 2.25"
"009J0500AP","","W01B838BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","5000 Amps","","10.969 in.","0 in.","","0 in.","","6.566 in.","12.218 in.","8.203 in.","4.375 in.","6.218 in.","","6050 ft.","78 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-5 OD - 10 x 5.000 In, Silver-plated x 10un-2a","Min Outside Diameter","Bottom Terminal Comments","Blade-1 w/ 4-0.688 Holes 1.750x1.750 In, Tin-plated, AL","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.50 in.","Epoxy Coated Shield and Terminal Kit","(6)  0.875 Slots - 10.875 to 11.250 BC",""
"009J0500AT","","W01B839BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","5000 Amps","","24.975 in.","0 in.","","17.75 in.","","6.375 in.","12.212 in.","8.203 in.","4.359 in.","6.212 in.","","6050 ft.","120 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","5.0-10 x 4.875 usable, SP x 10un-2a","Min Outside Diameter","Bottom Terminal Comments","(4) .688 hole (1) blade, TP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.500 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Slots - 10.875 to 11.250 BC","Aluminum Lower Terminal"
"009J0500BP","","-","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","5000 Amps","","12.283 in.","","","","","6.566 in.","13.467 in.","8.203 in.","4.374 in.","","","6050 ft.","144 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-5.000 OD - 10 x 5.000, Silver-plated x 10un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-5.000 OD - 10 x 5.625","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.750 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.625 Holes - 13.750 Dia. BC","NONE"
"009K0060AJ","","W1B656","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Draw Lead","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","600 Amps","","","18.375 in.","","","17.75 in.","","3.09 in.","9 in.","8.25 in.","4.313 in.","5.75 in.","4.595 in.","5000 ft.","15 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12x2.125 x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","1.625 i.d. porcelain","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.250 in.","Epoxy Coated Shield and Terminal Kit","(3)-.563 Holes-7.25 BC","Min. oil level 2.25 in. above porcelain for horizontal mounting."
"009K0250BB","","W1B779","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","1.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","2500 Amps","","12.031 in.","","","","","3.734 in.","11.094 in.","7.688 in.","4.781 in.","6.219 in.","","9000 ft.","32 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","(4).562 hole blade x 4 holes","Min Outside Diameter","Bottom Terminal Comments","2.0-12x6.5","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(3) .562 Holes - 7.25 B.C.","Viton gasket"
"009K0300AN","","W1B676","Contact Us","June 1,2012","Contact Us","Porcelain","Brown","","","Transformer","IEEE","A","","Oil to Air","vertical/horizontal","Bottom","2.0","8.7 kV","95 kV","5.5 kV","","","pfds.","pfds.","","3000 Amps","","10.953 in.","","","2.047 in.","","5.021 in.","12.234 in.","13.812 in.","6.359 in.","8.234 in.","","10000 ft.","40 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A X 3.00 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","(4) .562 hole blade, 1.000 thick, TP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.625 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.688 Slots -8.5 to 9.5 BC","HORIZONTAL MINIMUM OIL LEVEL = 2.25 ABOVE PORCELAIN"
